"Fish_id","Dataset","Predicted_Watershed","Actual_Watershed","Correct_Classified"
"2019_yk_187","GAM","Kusko","Yukon","No"
"2019_yk_261","GAM","Yukon","Yukon","Yes"
"2019_yk_268","GAM","Yukon","Yukon","Yes"
"2019_yk_279","GAM","Yukon","Yukon","Yes"
"2019_yk_283","GAM","Yukon","Yukon","Yes"
"2019_yk_286","GAM","Yukon","Yukon","Yes"
"2019_yk_288","GAM","Yukon","Yukon","Yes"
"2019_yk_289","GAM","Yukon","Yukon","Yes"
"2019_yk_295_redo","GAM","Yukon","Yukon","Yes"
"2019_yk_303","GAM","Yukon","Yukon","Yes"
"2019_yk_334","GAM","Yukon","Yukon","Yes"
"2019_yk_358","GAM","Yukon","Yukon","Yes"
"2019_yk_368","GAM","Yukon","Yukon","Yes"
"2019_yk_376","GAM","Kusko","Yukon","No"
"2019_yk_383","GAM","Yukon","Yukon","Yes"
"2019_yk_395","GAM","Yukon","Yukon","Yes"
"2019_yk_408","GAM","Yukon","Yukon","Yes"
"2019_yk_410","GAM","Yukon","Yukon","Yes"
"2019_yk_417","GAM","Yukon","Yukon","Yes"
"2019_yk_428","GAM","Yukon","Yukon","Yes"
"2019_yk_433","GAM","Yukon","Yukon","Yes"
"2019_yk_444","GAM","Yukon","Yukon","Yes"
"2019_yk_448","GAM","Yukon","Yukon","Yes"
"2019_yk_454","GAM","Yukon","Yukon","Yes"
"2019_yk_459","GAM","Yukon","Yukon","Yes"
"2019_yk_462","GAM","Yukon","Yukon","Yes"
"2019_yk_491","GAM","Yukon","Yukon","Yes"
"2019_yk_492","GAM","Yukon","Yukon","Yes"
"2020_kk_010","GAM","Kusko","Kusko","Yes"
"2020_kk_013","GAM","Yukon","Kusko","No"
"2020_kk_017","GAM","Nush","Kusko","No"
"2020_kk_020_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_021_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_024","GAM","Yukon","Kusko","No"
"2020_kk_026","GAM","Kusko","Kusko","Yes"
"2020_kk_030","GAM","Kusko","Kusko","Yes"
"2020_kk_031","GAM","Kusko","Kusko","Yes"
"2020_kk_036","GAM","Kusko","Kusko","Yes"
"2020_kk_044_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_049","GAM","Kusko","Kusko","Yes"
"2020_kk_053_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_063_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_067_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_073","GAM","Kusko","Kusko","Yes"
"2020_kk_075","GAM","Kusko","Kusko","Yes"
"2020_kk_083_redo_a","GAM","Kusko","Kusko","Yes"
"2020_kk_104","GAM","Yukon","Kusko","No"
"2020_kk_115_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_120","GAM","Kusko","Kusko","Yes"
"2020_kk_121","GAM","Kusko","Kusko","Yes"
"2020_kk_126","GAM","Kusko","Kusko","Yes"
"2020_kk_143","GAM","Kusko","Kusko","Yes"
"2020_kk_145_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_153","GAM","Kusko","Kusko","Yes"
"2020_kk_156","GAM","Kusko","Kusko","Yes"
"2020_kk_158","GAM","Kusko","Kusko","Yes"
"2020_kk_175_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_186_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_201","GAM","Kusko","Kusko","Yes"
"2020_kk_210","GAM","Nush","Kusko","No"
"2020_kk_241_sld18","GAM","Kusko","Kusko","Yes"
"2020_kk_242_sld18","GAM","Nush","Kusko","No"
"2020_kk_244","GAM","Kusko","Kusko","Yes"
"2020_kk_251_sld20","GAM","Kusko","Kusko","Yes"
"2020_kk_256_redo","GAM","Nush","Kusko","No"
"2020_kk_258","GAM","Kusko","Kusko","Yes"
"2020_kk_261","GAM","Kusko","Kusko","Yes"
"2020_kk_276","GAM","Kusko","Kusko","Yes"
"2020_kk_293","GAM","Kusko","Kusko","Yes"
"2020_kk_299","GAM","Kusko","Kusko","Yes"
"2020_kk_307","GAM","Nush","Kusko","No"
"2020_kk_310","GAM","Kusko","Kusko","Yes"
"2020_kk_311","GAM","Kusko","Kusko","Yes"
"2020_kk_320_redo","GAM","Kusko","Kusko","Yes"
"2020_kk_321","GAM","Kusko","Kusko","Yes"
"2020_kk_323","GAM","Kusko","Kusko","Yes"
"2020_kk_328","GAM","Kusko","Kusko","Yes"
"2020_kk_335","GAM","Kusko","Kusko","Yes"
"2020_kk_336","GAM","Kusko","Kusko","Yes"
"2020_kk_343","GAM","Kusko","Kusko","Yes"
"2020_kk_345","GAM","Kusko","Kusko","Yes"
"2021_kk_011_R2","GAM","Kusko","Kusko","Yes"
"2021_kk_013_R2","GAM","Kusko","Kusko","Yes"
"2021_kk_018_R1","GAM","Kusko","Kusko","Yes"
"2021_kk_043","GAM","Kusko","Kusko","Yes"
"2021_kk_047","GAM","Kusko","Kusko","Yes"
"2021_kk_049_R1","GAM","Kusko","Kusko","Yes"
"2021_kk_054","GAM","Kusko","Kusko","Yes"
"2021_kk_061","GAM","Kusko","Kusko","Yes"
"2021_kk_072","GAM","Kusko","Kusko","Yes"
"2021_kk_077","GAM","Yukon","Kusko","No"
"2021_kk_088","GAM","Kusko","Kusko","Yes"
"2021_kk_111","GAM","Kusko","Kusko","Yes"
"2021_kk_114","GAM","Kusko","Kusko","Yes"
"2021_kk_115","GAM","Kusko","Kusko","Yes"
"2021_kk_118","GAM","Yukon","Kusko","No"
"2021_kk_142","GAM","Kusko","Kusko","Yes"
"2021_kk_157","GAM","Kusko","Kusko","Yes"
"2021_kk_158","GAM","Nush","Kusko","No"
"2021_kk_161","GAM","Kusko","Kusko","Yes"
"2021_kk_176","GAM","Kusko","Kusko","Yes"
"2021_kk_182","GAM","Nush","Kusko","No"
"2021_kk_183","GAM","Kusko","Kusko","Yes"
"2021_kk_190","GAM","Kusko","Kusko","Yes"
"2021_kk_201","GAM","Kusko","Kusko","Yes"
"2021_kk_229","GAM","Yukon","Kusko","No"
"2021_kk_231","GAM","Kusko","Kusko","Yes"
"2021_kk_238_R1","GAM","Kusko","Kusko","Yes"
"2021_kk_245","GAM","Yukon","Kusko","No"
"2021_kk_287","GAM","Kusko","Kusko","Yes"
"2021_kk_290_R1","GAM","Kusko","Kusko","Yes"
"2021_kk_298","GAM","Kusko","Kusko","Yes"
"2021_kk_309","GAM","Kusko","Kusko","Yes"
"2021_kk_324","GAM","Yukon","Kusko","No"
"2021_kk_327_R1","GAM","Kusko","Kusko","Yes"
"2021_kk_328","GAM","Kusko","Kusko","Yes"
"2021_kk_343","GAM","Kusko","Kusko","Yes"
"2021_kk_353","GAM","Kusko","Kusko","Yes"
"2021_kk_360","GAM","Kusko","Kusko","Yes"
"2021_kk_371_R1","GAM","Kusko","Kusko","Yes"
"2021_kk_375","GAM","Kusko","Kusko","Yes"
"2021_kk_376","GAM","Kusko","Kusko","Yes"
"2021_yk_003","GAM","Kusko","Yukon","No"
"2021_yk_016","GAM","Yukon","Yukon","Yes"
"2021_yk_018","GAM","Yukon","Yukon","Yes"
"2021_yk_020","GAM","Yukon","Yukon","Yes"
"2021_yk_049","GAM","Yukon","Yukon","Yes"
"2021_yk_051","GAM","Yukon","Yukon","Yes"
"2021_yk_056","GAM","Yukon","Yukon","Yes"
"2021_yk_102","GAM","Yukon","Yukon","Yes"
"2021_yk_104","GAM","Yukon","Yukon","Yes"
"2021_yk_131","GAM","Yukon","Yukon","Yes"
"2021_yk_139","GAM","Kusko","Yukon","No"
"2021_yk_150","GAM","Yukon","Yukon","Yes"
"2021_yk_156","GAM","Yukon","Yukon","Yes"
"2021_yk_200","GAM","Yukon","Yukon","Yes"
"2021_yk_202","GAM","Yukon","Yukon","Yes"
"2021_yk_307","GAM","Yukon","Yukon","Yes"
"2021_yk_312","GAM","Yukon","Yukon","Yes"
"2021_yk_313","GAM","Yukon","Yukon","Yes"
"2021_yk_314","GAM","Yukon","Yukon","Yes"
"2021_yk_316","GAM","Yukon","Yukon","Yes"
"2021_yk_325","GAM","Yukon","Yukon","Yes"
"2021_yk_326","GAM","Yukon","Yukon","Yes"
"2021_yk_351","GAM","Yukon","Yukon","Yes"
"2021_yk_353","GAM","Yukon","Yukon","Yes"
"2021_yk_364","GAM","Yukon","Yukon","Yes"
"2021_yk_368","GAM","Yukon","Yukon","Yes"
"2021_yk_373","GAM","Yukon","Yukon","Yes"
"2021_yk_386","GAM","Yukon","Yukon","Yes"
"2021_yk_400","GAM","Yukon","Yukon","Yes"
"2021_yk_409","GAM","Yukon","Yukon","Yes"
"2021_yk_414","GAM","Yukon","Yukon","Yes"
"2021_yk_440","GAM","Yukon","Yukon","Yes"
"2021_yk_450","GAM","Yukon","Yukon","Yes"
"2021_yk_469","GAM","Yukon","Yukon","Yes"
"2021_yk_489","GAM","Yukon","Yukon","Yes"
"2021_yk_510","GAM","Yukon","Yukon","Yes"
"2021_yk_518","GAM","Yukon","Yukon","Yes"
